  1.00000000e+00   1.00000000e-03   3.20647499e+00
  2.00000000e+00   2.00000000e-03   6.41294997e+00
  3.00000000e+00   3.00000000e-03   9.61942496e+00
  4.00000000e+00   4.00000000e-03   1.28258999e+01
  5.00000000e+00   5.00000000e-03   1.60323749e+01
  6.00000000e+00   6.00000000e-03   1.92388499e+01
  7.00000000e+00   7.00000000e-03   2.24453249e+01
  8.00000000e+00   8.00000000e-03   2.56517999e+01
  9.00000000e+00   9.00000000e-03   2.88582749e+01
  1.00000000e+01   1.00000000e-02   3.19002302e+01
  1.10000000e+01   1.10000000e-02   3.44158126e+01
  1.20000000e+01   1.20000000e-02   3.67867320e+01
  1.30000000e+01   1.30000000e-02   3.91066238e+01
  1.40000000e+01   1.40000000e-02   4.13701332e+01
  1.50000000e+01   1.50000000e-02   4.35712558e+01
  1.60000000e+01   1.60000000e-02   4.57032322e+01
  1.70000000e+01   1.70000000e-02   4.77584813e+01
  1.80000000e+01   1.80000000e-02   4.97285515e+01
  1.90000000e+01   1.90000000e-02   5.16041093e+01
  2.00000000e+01   2.00000000e-02   5.33749898e+01
  2.10000000e+01   2.10000000e-02   5.50303527e+01
  2.20000000e+01   2.20000000e-02   5.65589967e+01
  2.30000000e+01   2.30000000e-02   5.79499118e+01
  2.40000000e+01   2.40000000e-02   5.91931626e+01
  2.50000000e+01   2.50000000e-02   6.02811900e+01
  2.60000000e+01   2.60000000e-02   6.12105199e+01
  2.70000000e+01   2.70000000e-02   6.19835916e+01
  2.80000000e+01   2.80000000e-02   6.26067583e+01
  2.90000000e+01   2.90000000e-02   6.31019068e+01
  3.00000000e+01   3.00000000e-02   6.34873641e+01
  3.10000000e+01   3.10000000e-02   6.37845848e+01
  3.20000000e+01   3.20000000e-02   6.40129923e+01
  3.30000000e+01   3.30000000e-02   6.41886609e+01
  3.40000000e+01   3.40000000e-02   6.43242178e+01
  3.50000000e+01   3.50000000e-02   6.44293308e+01
  3.60000000e+01   3.60000000e-02   6.45113266e+01
  3.70000000e+01   3.70000000e-02   6.45757408e+01
  3.80000000e+01   3.80000000e-02   6.46267536e+01
  3.90000000e+01   3.90000000e-02   6.46675208e+01
  4.00000000e+01   4.00000000e-02   6.47004247e+01
  4.10000000e+01   4.10000000e-02   6.47272634e+01
  4.20000000e+01   4.20000000e-02   6.47493948e+01
  4.30000000e+01   4.30000000e-02   6.47678457e+01
  4.40000000e+01   4.40000000e-02   6.47833945e+01
  4.50000000e+01   4.50000000e-02   6.47966331e+01
  4.60000000e+01   4.60000000e-02   6.48080138e+01
  4.70000000e+01   4.70000000e-02   6.48178842e+01
  4.80000000e+01   4.80000000e-02   6.48265133e+01
  4.90000000e+01   4.90000000e-02   6.48341106e+01
  5.00000000e+01   5.00000000e-02   6.48408412e+01
  5.10000000e+01   5.10000000e-02   6.48468359e+01
  5.20000000e+01   5.20000000e-02   6.48521999e+01
  5.30000000e+01   5.30000000e-02   6.48570184e+01
  5.40000000e+01   5.40000000e-02   6.48613613e+01
  5.50000000e+01   5.50000000e-02   6.48652865e+01
  5.60000000e+01   5.60000000e-02   6.48688425e+01
  5.70000000e+01   5.70000000e-02   6.48720706e+01
  5.80000000e+01   5.80000000e-02   6.48750058e+01
  5.90000000e+01   5.90000000e-02   6.48776786e+01
  6.00000000e+01   6.00000000e-02   6.48801152e+01
